install_id,test_id,test_name,variant,variant_label,install_date,channel,device_os,cpi_zar,ltv_zar,retention_d1,retention_d7,retention_d30,booked_in_app
AB3_000192,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-18,Meta Ads,ios,20.45,2909.01,0.554,0.225,0.184,False
AB3_000193,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-13,Google UAC,android,19.93,1777.61,0.522,0.36,0.235,False
AB3_000194,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-21,Google UAC,android,20.8,2224.02,0.299,0.323,0.151,False
AB3_000195,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-20,Meta Ads,ios,18.95,2475.47,0.496,0.287,0.227,False
AB3_000196,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-29,TikTok Ads,android,21.47,1564.37,0.436,0.331,0.088,False
AB3_000197,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-20,Google UAC,ios,14.74,3545.43,0.484,0.45,0.163,False
AB3_000198,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-10,Meta Ads,android,18.48,2755.82,0.385,0.323,0.191,False
AB3_000199,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-02,TikTok Ads,android,19.5,2170.17,0.496,0.312,0.156,False
AB3_000200,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-01,Google UAC,android,13.57,2177.1,0.384,0.314,0.093,False
AB3_000201,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-30,Meta Ads,android,18.34,2885.93,0.472,0.361,0.199,False
AB3_000202,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-09,Google UAC,android,20.31,2407.3,0.376,0.239,0.217,False
AB3_000203,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-13,Meta Ads,android,14.29,1263.11,0.413,0.422,0.206,False
AB3_000204,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-10,Meta Ads,android,36.79,1972.4,0.531,0.274,0.209,False
AB3_000205,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-13,TikTok Ads,ios,17.57,1441.76,0.451,0.263,0.226,False
AB3_000206,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-24,Meta Ads,ios,23.4,1247.93,0.408,0.354,0.235,False
AB3_000207,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-10,Meta Ads,android,23.88,1995.26,0.476,0.325,0.223,False
AB3_000208,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-11,Meta Ads,ios,24.33,868.99,0.423,0.334,0.246,False
AB3_000209,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-16,Google UAC,android,16.92,2167.96,0.473,0.359,0.273,False
AB3_000210,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-26,Google UAC,android,19.57,1802.77,0.48,0.324,0.161,False
AB3_000211,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-26,Google UAC,android,17.22,2419.39,0.545,0.324,0.29,False
AB3_000212,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-03,Meta Ads,android,16.92,1576.36,0.474,0.229,0.124,False
AB3_000213,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-09,Google UAC,ios,17.01,2420.12,0.547,0.311,0.207,False
AB3_000214,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-07,Google UAC,android,20.69,2337.99,0.421,0.262,0.175,False
AB3_000215,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-26,Meta Ads,ios,15.62,2420.52,0.51,0.369,0.29,False
AB3_000216,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-15,Meta Ads,android,28.13,1272.44,0.338,0.287,0.173,False
AB3_000217,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-04,Meta Ads,android,22.21,797.71,0.533,0.407,0.091,False
AB3_000218,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-15,Meta Ads,android,26.52,2208.92,0.476,0.291,0.17,False
AB3_000219,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-13,Google UAC,android,16.17,1884.57,0.453,0.271,0.244,False
AB3_000220,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-04,Google UAC,android,21.15,1467.34,0.504,0.308,0.156,False
AB3_000221,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-08,Google UAC,ios,24.42,1779.12,0.446,0.354,0.205,False
AB3_000222,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-23,Meta Ads,android,25.68,2484.12,0.372,0.305,0.121,False
AB3_000223,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-14,Meta Ads,ios,28.16,1083.27,0.492,0.32,0.147,False
AB3_000224,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-09,TikTok Ads,ios,25.1,1664.43,0.454,0.302,0.226,False
AB3_000225,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-18,Google UAC,ios,14.65,3167.49,0.471,0.374,0.194,False
AB3_000226,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-01,Meta Ads,ios,18.61,2180.48,0.454,0.346,0.173,False
AB3_000227,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-05,Google UAC,ios,28.49,1905.56,0.458,0.302,0.267,False
AB3_000228,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-27,Meta Ads,android,23.27,1966.95,0.386,0.246,0.201,False
AB3_000229,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-20,Google UAC,android,23.01,1598.61,0.476,0.386,0.26,True
AB3_000230,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-02,Google UAC,ios,24.86,765.03,0.417,0.381,0.208,False
AB3_000231,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-24,Google UAC,android,17.03,2387.83,0.438,0.382,0.198,False
AB3_000232,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-13,Google UAC,android,24.69,1731.51,0.396,0.28,0.226,False
AB3_000233,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-12,Meta Ads,android,21.12,1784.54,0.533,0.322,0.252,False
AB3_000234,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-01,TikTok Ads,android,23.86,2512.63,0.379,0.185,0.213,False
AB3_000235,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-14,TikTok Ads,ios,17.36,1947.77,0.416,0.318,0.23,False
AB3_000236,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-01,Meta Ads,ios,27.54,1370.77,0.418,0.267,0.236,False
AB3_000237,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-07,Google UAC,ios,22.0,2005.92,0.481,0.441,0.247,False
AB3_000238,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-03,TikTok Ads,ios,25.27,1844.95,0.333,0.329,0.18,False
AB3_000239,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-01,TikTok Ads,android,21.48,2104.24,0.448,0.337,0.249,False
AB3_000240,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-11,Meta Ads,android,24.44,1141.87,0.436,0.256,0.196,False
AB3_000241,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-08,Meta Ads,ios,26.03,2550.68,0.516,0.401,0.259,False
AB3_000242,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-04,TikTok Ads,ios,26.69,1810.1,0.497,0.289,0.265,False
AB3_000243,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-07,Meta Ads,ios,19.91,1826.3,0.514,0.237,0.148,False
AB3_000244,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-22,Meta Ads,android,23.71,1166.11,0.47,0.236,0.144,False
AB3_000245,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-25,Meta Ads,android,21.04,2135.61,0.545,0.401,0.213,False
AB3_000246,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-13,Meta Ads,ios,32.03,1698.13,0.552,0.222,0.222,False
AB3_000247,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-11,Google UAC,ios,12.65,1868.14,0.475,0.367,0.284,False
AB3_000248,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-09,Meta Ads,android,27.54,809.9,0.522,0.237,0.237,False
AB3_000249,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-19,Google UAC,ios,16.41,2271.54,0.519,0.307,0.193,False
AB3_000250,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-08,Google UAC,android,27.89,1571.35,0.439,0.312,0.221,False
AB3_000251,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-21,Meta Ads,android,20.2,2793.05,0.449,0.376,0.227,False
AB3_000252,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-31,Google UAC,android,26.47,2158.8,0.416,0.271,0.205,False
AB3_000253,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-13,Google UAC,android,20.99,1192.08,0.425,0.383,0.241,False
AB3_000254,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-22,Google UAC,ios,21.05,2253.83,0.451,0.269,0.115,False
AB3_000255,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-05,TikTok Ads,android,17.58,1832.69,0.474,0.344,0.231,False
AB3_000256,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-22,Google UAC,ios,26.34,1827.48,0.479,0.312,0.191,False
AB3_000257,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-27,Meta Ads,android,24.73,2078.26,0.477,0.465,0.232,False
AB3_000258,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-18,Meta Ads,android,26.04,2012.79,0.382,0.207,0.248,False
AB3_000259,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-21,Meta Ads,ios,18.72,1965.67,0.436,0.336,0.251,False
AB3_000260,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-22,TikTok Ads,ios,20.99,743.0,0.488,0.359,0.155,False
AB3_000261,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-23,Meta Ads,ios,17.42,2313.57,0.436,0.264,0.256,False
AB3_000262,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-21,Google UAC,ios,24.76,1774.28,0.365,0.335,0.149,False
AB3_000263,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-17,TikTok Ads,ios,26.89,2155.6,0.477,0.335,0.275,False
AB3_000264,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-12,Meta Ads,android,23.32,2298.56,0.365,0.255,0.156,True
AB3_000265,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-15,Google UAC,android,22.23,2789.6,0.518,0.363,0.247,False
AB3_000266,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-21,Google UAC,android,27.13,2865.63,0.441,0.311,0.23,False
AB3_000267,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-05,Google UAC,android,17.69,2126.98,0.469,0.35,0.189,False
AB3_000268,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-20,TikTok Ads,ios,20.99,2015.06,0.378,0.321,0.163,False
AB3_000269,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-04,Meta Ads,android,13.57,2244.37,0.514,0.329,0.193,True
AB3_000270,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-12,Google UAC,android,23.48,996.42,0.434,0.239,0.169,False
AB3_000271,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-11,Google UAC,android,12.93,2292.7,0.617,0.32,0.22,False
AB3_000272,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-20,Google UAC,android,24.52,2111.63,0.44,0.252,0.147,False
AB3_000273,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-20,TikTok Ads,android,19.7,1940.69,0.491,0.367,0.22,False
AB3_000274,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-30,TikTok Ads,android,24.88,2368.66,0.411,0.364,0.201,False
AB3_000275,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-09,Google UAC,ios,19.97,1527.38,0.519,0.245,0.209,False
AB3_000276,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-21,TikTok Ads,android,26.18,2287.87,0.4,0.27,0.191,False
AB3_000277,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-07,Meta Ads,android,20.04,823.09,0.455,0.412,0.217,False
AB3_000278,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-23,Google UAC,android,25.63,1124.78,0.439,0.241,0.137,False
AB3_000279,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-16,Meta Ads,ios,25.54,1951.08,0.584,0.262,0.253,False
AB3_000280,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-13,Google UAC,android,27.77,2196.11,0.456,0.254,0.224,False
AB3_000281,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-12,TikTok Ads,android,15.73,1793.91,0.445,0.43,0.181,False
AB3_000282,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-04,Meta Ads,android,19.87,2470.56,0.476,0.255,0.196,False
AB3_000283,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-19,Meta Ads,android,21.42,1984.21,0.499,0.246,0.275,False
AB3_000284,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-09,TikTok Ads,android,24.37,1586.97,0.513,0.274,0.175,False
AB3_000285,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-29,Meta Ads,ios,17.18,1730.8,0.475,0.435,0.215,False
AB3_000286,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-09,Google UAC,android,23.94,2368.34,0.51,0.209,0.18,False
AB3_000287,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-17,Meta Ads,ios,20.99,932.77,0.486,0.312,0.263,False
AB3_000288,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-21,TikTok Ads,android,22.76,2057.57,0.488,0.254,0.197,False
AB3_000289,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-17,TikTok Ads,android,15.67,2339.83,0.534,0.332,0.233,False
AB3_000290,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-12,Meta Ads,android,18.27,1950.76,0.358,0.288,0.185,False
AB3_000291,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-28,Meta Ads,android,24.42,3994.86,0.534,0.277,0.244,False
AB3_000292,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-28,TikTok Ads,ios,21.05,3080.4,0.365,0.235,0.278,False
AB3_000293,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-08,Meta Ads,ios,18.96,2142.51,0.567,0.35,0.32,False
AB3_000294,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-09,Meta Ads,android,24.44,1210.99,0.439,0.342,0.206,False
AB3_000295,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-31,Meta Ads,android,15.71,2047.94,0.485,0.325,0.253,False
AB3_000296,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-10,Meta Ads,android,26.73,2892.26,0.341,0.293,0.194,False
AB3_000297,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-17,Meta Ads,ios,19.6,1311.08,0.599,0.371,0.261,True
AB3_000298,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-21,Google UAC,ios,22.02,1249.62,0.511,0.242,0.234,False
AB3_000299,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-04,Google UAC,ios,22.27,2280.22,0.597,0.284,0.213,False
AB3_000300,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-16,Google UAC,ios,20.7,874.58,0.433,0.232,0.17,False
AB3_000301,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-13,TikTok Ads,ios,21.77,1978.28,0.488,0.384,0.232,True
AB3_000302,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-13,Meta Ads,ios,31.19,1854.87,0.432,0.226,0.216,False
AB3_000303,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-18,Google UAC,ios,24.55,1604.42,0.418,0.343,0.212,False
AB3_000304,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-06,Meta Ads,android,21.22,1719.32,0.537,0.252,0.157,False
AB3_000305,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-15,Google UAC,android,16.2,1933.99,0.456,0.309,0.267,False
AB3_000306,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-31,Google UAC,android,31.77,2084.3,0.461,0.228,0.158,False
AB3_000307,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-23,Meta Ads,android,17.16,1967.9,0.487,0.293,0.242,False
AB3_000308,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-19,Google UAC,ios,24.04,2487.83,0.393,0.316,0.116,False
AB3_000309,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-05,Meta Ads,android,25.89,2717.83,0.551,0.331,0.259,False
AB3_000310,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-09,Meta Ads,android,26.37,2185.24,0.438,0.359,0.154,False
AB3_000311,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-16,Meta Ads,android,19.22,2374.52,0.428,0.369,0.236,False
AB3_000312,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-07,Meta Ads,ios,26.09,1317.81,0.389,0.3,0.18,False
AB3_000313,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-06-22,Google UAC,android,15.82,1651.96,0.531,0.383,0.194,False
AB3_000314,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-18,Meta Ads,android,20.57,2552.35,0.392,0.235,0.206,False
AB3_000315,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-04,Google UAC,android,14.65,1674.71,0.542,0.38,0.235,False
AB3_000316,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-03,Google UAC,android,26.41,2092.94,0.47,0.255,0.176,False
AB3_000317,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-20,Google UAC,ios,18.17,1133.79,0.514,0.336,0.165,False
AB3_000318,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-07,Google UAC,ios,21.02,1264.12,0.43,0.383,0.09,False
AB3_000319,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-25,TikTok Ads,android,19.8,1914.95,0.403,0.33,0.213,True
AB3_000320,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-10,Meta Ads,android,28.88,3142.74,0.52,0.305,0.165,False
AB3_000321,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-10,TikTok Ads,ios,14.24,2601.82,0.341,0.359,0.23,False
AB3_000322,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-20,Google UAC,ios,30.36,1593.92,0.364,0.292,0.141,False
AB3_000323,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-21,Meta Ads,ios,18.9,2322.61,0.592,0.315,0.307,False
AB3_000324,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-31,Google UAC,android,20.63,1330.81,0.42,0.191,0.169,False
AB3_000325,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-03-02,Meta Ads,android,8.76,1875.72,0.469,0.266,0.22,False
AB3_000326,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-29,Meta Ads,ios,19.11,2335.88,0.42,0.312,0.228,False
AB3_000327,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-14,TikTok Ads,ios,19.17,1882.82,0.564,0.362,0.241,False
AB3_000328,AB-003,App Install Creative,A,Generic CTA (Control),2026-04-06,Google UAC,android,21.57,2205.37,0.453,0.257,0.212,False
AB3_000329,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-27,Google UAC,android,16.94,1677.05,0.508,0.364,0.138,False
AB3_000330,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-10,Meta Ads,ios,21.38,1057.02,0.399,0.339,0.16,False
AB3_000331,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-08,Meta Ads,android,20.73,1604.34,0.417,0.327,0.22,False
AB3_000332,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-24,TikTok Ads,android,24.56,2848.34,0.43,0.238,0.243,False
AB3_000333,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-22,TikTok Ads,android,17.88,1412.64,0.447,0.341,0.276,False
AB3_000334,AB-003,App Install Creative,A,Generic CTA (Control),2026-01-15,TikTok Ads,ios,24.95,1051.56,0.382,0.266,0.19,False
AB3_000335,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-14,Google UAC,ios,12.35,1682.01,0.535,0.329,0.248,False
AB3_000336,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-20,Meta Ads,android,20.03,2498.4,0.52,0.298,0.19,False
AB3_000337,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-05-05,Google UAC,android,18.66,2901.14,0.447,0.368,0.236,False
AB3_000338,AB-003,App Install Creative,A,Generic CTA (Control),2026-03-08,Meta Ads,android,29.76,3920.07,0.404,0.216,0.19,False
AB3_000339,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-04-21,Meta Ads,ios,17.42,2400.61,0.566,0.401,0.2,False
AB3_000340,AB-003,App Install Creative,A,Generic CTA (Control),2026-05-15,Meta Ads,android,32.05,2586.82,0.425,0.33,0.202,False
AB3_000341,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-02-11,TikTok Ads,android,23.44,2301.38,0.513,0.262,0.27,False
AB3_000342,AB-003,App Install Creative,A,Generic CTA (Control),2026-02-12,Meta Ads,ios,22.53,1342.06,0.337,0.29,0.197,False
AB3_000343,AB-003,App Install Creative,B,Price-anchor CTA (Variant),2026-01-31,Meta Ads,android,21.65,2841.26,0.463,0.299,0.243,False
AB3_000344,AB-003,App Install Creative,A,Generic CTA (Control),2026-06-19,Google UAC,android,24.74,2450.55,0.362,0.172,0.113,False
